brand,model,year,body_type,engine_size,cylinders,turbo,horsepower,torque_nm,weight,wheelbase_mm,length_mm,width_mm,height_mm,doors,seats,transmission,fuel_type,drivetrain,odometer_km,city_ratio,battery_kwh,emission_std,co2_gpkm,l_per_100km,price,target_mileage
Kia,Optima,2021,coupe,1.29,4,0,118.0,170,1606.0,2532,4165,1776,1467,2,5,automatic,petrol,RWD,92894.0,0.494,0.0,EURO 6d,130.0,5.43,28281,18.4
Chevrolet,Cruze,2024,hatchback,1.93,4,1,227.0,324,1532.0,2620,4468,1808,1442,5,5,manual,petrol,FWD,19745.0,0.24,0.0,EURO 6d,141.7,5.92,29929,16.89
Hyundai,Sonata,2022,sedan,,8,0,198.0,355,2038.0,2768,4709,1840,1485,4,5,automatic,petrol,AWD,79911.0,0.807,0.0,EURO 6d,184.0,7.69,33909,13.0
Volkswagen,Tiguan,2012,suv,0.92,3,0,80.0,120,1799.0,2560,4332,1770,1655,5,5,automatic,petrol,RWD,102884.0,0.334,0.0,EURO 5,125.7,5.26,7621,19.03
Toyota,RAV4,2024,crossover,0.86,3,0,67.0,95,1630.0,2512,4153,1687,1593,5,5,automatic,petrol,RWD,6315.0,0.127,0.0,EURO 6d,127.8,5.34,20569,18.71
Kia,Sportage,2008,hatchback,1.08,3,1,122.0,205,1322.0,2511,4214,1758,1435,5,5,automatic,diesel,RWD,343349.0,0.423,0.0,EURO 4,149.5,5.66,9796,17.66
Honda,Fit,2010,sedan,1.48,4,1,152.0,230,1465.0,2589,4364,1788,1479,4,5,manual,petrol,FWD,190906.0,0.504,0.0,EURO 5,139.4,5.83,11306,17.16
Honda,Accord,2016,sedan,3.02,6,1,267.0,457,1817.0,2761,4690,1887,1413,4,5,automatic,petrol,AWD,96594.0,0.532,0.0,EURO 6,208.9,8.73,28146,11.45
BMW,X5,2009,suv,1.74,4,1,229.0,338,2033.0,2649,4593,1860,1648,5,5,automatic,hybrid,RWD,450000.0,0.323,1.82,EURO 4,106.3,5.32,9654,18.81
Honda,Civic,2016,suv,2.09,4,0,196.0,339,2017.0,2604,4598,1845,1614,5,7,cvt,petrol,FWD,192129.0,0.602,0.0,EURO 6,133.7,5.59,21507,17.9
Honda,CR-V,2018,hatchback,2.21,6,1,212.0,339,1577.0,2665,4494,1809,1482,5,5,automatic,diesel,FWD,143475.0,0.747,0.0,EURO 6,148.9,5.64,21060,17.73
Volkswagen,Passat,2013,sedan,1.14,3,0,156.0,252,1451.0,2559,4129,1738,1464,4,5,manual,petrol,AWD,152017.0,0.552,0.0,EURO 5,130.6,5.46,14674,18.32
BMW,3 Series,2009,sedan,3.96,8,0,372.0,592,1967.0,2850,4851,1930,1447,4,5,automatic,petrol,FWD,356415.0,0.117,0.0,EURO 4,189.7,7.93,21680,12.61
Hyundai,Ioniq,2010,hatchback,3.3,8,0,,375,1883.0,2820,4722,1878,1459,5,5,automatic,petrol,RWD,263354.0,0.165,0.0,EURO 5,178.0,7.44,18681,13.44
Hyundai,Sonata,2024,hatchback,2.3,6,0,169.0,322,1639.0,2690,4498,1800,1432,5,5,manual,diesel,RWD,30245.0,0.61,0.0,EURO 6d,141.5,5.36,28203,18.66
Audi,Q3,2023,sedan,1.6,4,0,188.0,299,1433.0,2551,4299,1794,1467,4,5,dct,petrol,FWD,35669.0,0.113,0.0,EURO 6d,137.5,5.75,34530,17.39
Volkswagen,Polo,2010,suv,1.14,3,1,146.0,221,1713.0,2509,4340,1810,1576,5,7,automatic,petrol,FWD,178994.0,0.701,0.0,EURO 5,132.6,5.55,12711,18.03
Nissan,Leaf,2022,hatchback,2.75,6,0,194.0,328,1780.0,2781,4559,1838,1455,5,5,manual,electric,FWD,,0.133,48.19,EURO 6d,-2.4,2.01,36609,49.75
Nissan,Leaf,2010,crossover,3.46,8,0,253.0,423,2535.0,2825,4727,1910,1540,5,5,manual,diesel,AWD,176290.0,0.501,0.0,EURO 5,207.2,7.85,20472,12.74
Nissan,Sentra,2021,sedan,6.5,12,0,410.0,751,2657.0,3167,5552,2041,1480,4,5,manual,petrol,RWD,70359.0,0.333,0.0,EURO 6d,373.4,15.61,37485,6.41
Toyota,Prius,2010,sedan,2.61,6,0,200.0,368,1712.0,2667,4598,1820,1457,4,5,automatic,petrol,FWD,167282.0,0.416,0.0,EURO 5,147.0,6.15,18039,16.27
Toyota,Prius,2022,wagon,6.33,12,0,368.0,673,2768.0,3125,5424,2050,1431,5,5,automatic,hybrid,RWD,53969.0,0.257,2.45,EURO 6d,175.3,8.77,39892,11.41
Nissan,Leaf,2015,sedan,3.01,6,0,216.0,392,1660.0,2724,4578,1882,1461,4,5,automatic,hybrid,RWD,217254.0,0.296,1.33,EURO 6,107.4,5.37,21520,18.63
BMW,5 Series,2009,suv,4.2,8,0,398.0,659,2419.0,2941,5203,2005,1625,5,5,automatic,petrol,RWD,213610.0,0.192,0.0,EURO 4,264.1,11.04,31230,9.06
BMW,3 Series,2011,suv,3.01,6,1,327.0,496,2239.0,2717,4846,1918,1650,5,5,cvt,petrol,AWD,248483.0,0.356,0.0,EURO 5,214.1,8.95,26780,11.17
Toyota,RAV4,2017,suv,2.81,6,0,187.0,341,2197.0,2735,4861,1940,1617,5,5,automatic,electric,FWD,86208.0,0.535,83.82,EURO 6,-0.7,2.05,29966,48.74
Kia,Rio,2015,sedan,3.5,8,0,223.0,404,1954.0,2818,4795,1895,1448,4,5,automatic,petrol,FWD,97029.0,0.608,0.0,EURO 6,184.7,7.72,28260,12.95
BMW,X3,2024,suv,1.4,4,1,222.0,328,1892.0,2558,4464,1835,1613,5,7,cvt,petrol,FWD,14484.0,0.05,0.0,EURO 6d,151.9,6.35,31047,15.74
Ford,Fusion,2006,hatchback,1.68,4,0,181.0,290,1558.0,2607,4292,1790,1446,5,5,manual,petrol,RWD,450000.0,0.41,0.0,EURO 4,128.4,5.37,7146,18.63
Audi,Q5,2013,suv,3.29,8,0,296.0,509,2359.0,2810,5086,1970,1616,5,7,manual,electric,AWD,344728.0,0.401,82.72,EURO 5,0.2,2.16,31460,46.39
Ford,F-150,2024,sedan,3.42,8,0,225.0,409,2058.0,2856,4706,1909,1437,4,5,manual,diesel,AWD,18029.0,0.662,0.0,EURO 6d,181.6,6.88,34721,14.54
Volkswagen,Passat,2010,crossover,1.91,4,0,141.0,262,1881.0,2659,4402,1789,1561,5,5,automatic,petrol,FWD,209968.0,0.347,0.0,EURO 5,133.9,5.6,13760,17.86
Audi,Q3,2018,wagon,2.66,6,0,275.0,451,1910.0,2708,4497,1845,1440,5,5,automatic,petrol,FWD,150765.0,0.101,0.0,EURO 6,146.4,6.12,28321,16.34
Audi,Q3,2021,sedan,1.29,4,1,219.0,303,1382.0,2548,4169,1795,1472,4,5,manual,petrol,FWD,84640.0,0.655,0.0,EURO 6d,149.1,6.23,29110,16.04
Ford,Escape,2024,wagon,1.82,4,0,163.0,286,2036.0,2648,4359,1790,1447,5,5,manual,diesel,AWD,11767.0,0.687,0.0,EURO 6d,158.6,6.01,30229,16.64
Chevrolet,Cruze,2020,hatchback,1.83,4,0,163.0,263,1586.0,2608,4285,1774,1445,5,5,manual,hybrid,FWD,103590.0,0.628,1.22,EURO 6,89.4,4.47,25782,22.36
Honda,Accord,2012,sedan,1.6,4,0,139.0,172,1553.0,2618,4315,1810,1460,4,5,automatic,hybrid,FWD,178288.0,0.161,1.25,EURO 5,81.7,4.08,14999,24.48
Nissan,Sentra,2006,sedan,1.19,3,1,175.0,307,1494.0,2568,4247,1746,1467,4,5,manual,hybrid,AWD,450000.0,0.414,2.36,EURO 4,97.1,4.86,5195,20.59
Audi,A4,2020,wagon,1.32,4,1,220.0,313,1643.0,2556,4219,1774,1478,5,5,manual,petrol,RWD,85879.0,0.255,0.0,EURO 6,150.6,6.29,31173,15.89
Toyota,RAV4,2014,suv,5.73,12,0,356.0,659,2945.0,3128,5578,2050,1641,5,5,cvt,petrol,FWD,310173.0,0.451,0.0,EURO 5,279.2,11.67,23224,8.57
Chevrolet,Silverado,2017,sedan,2.14,4,0,210.0,318,1780.0,2671,4378,1814,1474,4,5,dct,diesel,AWD,140284.0,0.62,0.0,EURO 6,127.6,4.83,24911,20.68
Chevrolet,Cruze,2020,suv,4.37,8,0,317.0,577,2602.0,2928,5215,1971,1621,5,7,manual,petrol,FWD,60712.0,0.909,0.0,EURO 6,210.1,8.78,33930,11.39
Chevrolet,Malibu,2022,sedan,2.82,6,0,245.0,419,1907.0,2677,4691,1839,1464,4,5,automatic,petrol,AWD,31510.0,0.298,0.0,EURO 6d,192.5,8.05,32078,12.42
Chevrolet,Malibu,2018,suv,5.74,12,0,369.0,671,2780.0,3045,5563,2050,1604,5,7,automatic,petrol,FWD,193033.0,0.603,0.0,EURO 6,307.8,12.87,29723,7.77
Mercedes,E-Class,2009,crossover,2.05,4,0,234.0,342,1897.0,2641,4454,1789,1587,5,5,automatic,hybrid,FWD,272240.0,0.482,2.42,EURO 4,111.5,5.58,12834,17.93
Chevrolet,Cruze,2024,hatchback,,8,0,269.0,457,1782.0,2775,4676,1904,1452,5,5,cvt,electric,FWD,17712.0,0.392,95.84,EURO 6d,-0.1,2.06,39105,48.65
Hyundai,Tucson,2020,sedan,4.17,8,0,312.0,533,2058.0,2893,4890,1954,1427,4,5,manual,petrol,FWD,52065.0,0.421,0.0,EURO 6,154.1,6.44,35806,15.52
Honda,CR-V,2023,pickup,1.81,4,0,167.0,268,2031.0,2827,4664,1803,1472,4,5,automatic,diesel,FWD,35054.0,0.255,0.0,EURO 6d,159.2,6.03,23651,16.58
Mercedes,GLE,2020,crossover,3.04,6,0,327.0,556,2039.0,2761,4628,1879,1600,5,5,automatic,petrol,RWD,90056.0,0.181,0.0,EURO 6,261.1,10.92,36270,9.16
Chevrolet,Silverado,2010,crossover,2.24,6,0,194.0,318,1911.0,2671,4439,1819,1589,5,5,cvt,hybrid,FWD,307670.0,0.659,2.11,EURO 5,102.2,5.11,18559,19.57
Ford,Fusion,2005,sedan,2.25,6,0,177.0,306,1731.0,2659,4552,1814,1456,4,5,automatic,petrol,FWD,176786.0,0.583,0.0,EURO 4,176.4,7.37,12492,13.56
Volkswagen,Polo,2015,hatchback,2.51,6,0,211.0,355,1575.0,2737,4405,1800,1453,5,5,automatic,diesel,FWD,160492.0,0.486,0.0,EURO 6,129.1,4.89,21663,20.44
Chevrolet,Equinox,2024,coupe,2.82,6,0,213.0,353,1834.0,2790,4528,1817,1436,2,5,manual,petrol,RWD,15385.0,0.392,0.0,EURO 6d,141.9,5.93,31843,16.85
Toyota,Camry,2024,sedan,2.08,4,0,159.0,281,1662.0,2646,4460,1793,1468,4,5,automatic,petrol,FWD,17368.0,0.39,0.0,EURO 6d,136.9,5.72,24545,17.47
Hyundai,Ioniq,2022,crossover,3.49,8,1,284.0,498,2293.0,2833,4793,1918,1562,5,5,automatic,petrol,AWD,10778.0,0.555,0.0,EURO 6d,202.4,8.46,35268,11.82
Hyundai,Elantra,2017,crossover,2.89,6,1,254.0,420,2083.0,2762,4608,1840,1547,5,5,automatic,hybrid,FWD,98327.0,0.509,1.66,EURO 6,124.2,6.21,19889,16.1
Hyundai,Sonata,2015,sedan,1.83,4,1,167.0,279,1611.0,2578,4305,1802,1458,4,5,automatic,petrol,AWD,135614.0,0.353,0.0,EURO 6,147.6,6.17,22997,16.2
Toyota,RAV4,2022,suv,2.24,6,0,169.0,286,2098.0,2688,4694,1860,1617,5,5,cvt,hybrid,FWD,60180.0,0.493,1.3,EURO 6d,96.7,4.83,25377,20.69
BMW,X5,2015,sedan,3.09,6,1,357.0,537,2069.0,2759,4684,1878,1418,4,5,automatic,electric,AWD,152794.0,0.251,79.1,EURO 6,-1.3,1.85,34455,54.15
Nissan,Leaf,2023,crossover,1.47,4,1,147.0,259,1822.0,2628,4299,1805,1561,5,5,automatic,diesel,RWD,29237.0,0.148,0.0,EURO 6d,141.3,5.35,29089,18.68
Honda,CR-V,2015,sedan,4.76,8,0,307.0,605,2091.0,2988,5190,1942,1498,4,5,automatic,petrol,FWD,176215.0,0.37,0.0,EURO 6,147.7,6.17,25400,16.2
BMW,5 Series,2023,sedan,1.58,4,1,243.0,355,1412.0,2603,4294,1765,1466,4,5,manual,petrol,RWD,36206.0,0.395,0.0,EURO 6d,140.8,5.89,37762,16.99
Toyota,Corolla,2018,sedan,1.88,4,1,204.0,343,1607.0,2613,4429,1782,1445,4,5,manual,petrol,RWD,138616.0,0.385,0.0,EURO 6,135.1,5.65,20876,17.7
Toyota,Camry,2022,coupe,2.54,6,0,182.0,307,1798.0,2718,4568,1832,1456,2,5,automatic,petrol,FWD,53834.0,0.404,0.0,EURO 6d,120.9,5.06,29097,19.78
Volkswagen,Tiguan,2022,sedan,,6,0,233.0,387,1761.0,2778,4669,1832,1433,4,5,manual,hybrid,RWD,56901.0,0.45,2.4,EURO 6d,89.0,4.45,34364,22.47
Toyota,Camry,2013,crossover,3.76,8,0,253.0,439,2332.0,2904,4793,1866,1573,5,5,manual,diesel,FWD,193266.0,0.502,0.0,EURO 5,149.9,5.68,22024,17.61
Ford,Fusion,2017,pickup,0.93,3,0,125.0,161,1942.0,2737,4500,1783,1473,4,5,automatic,petrol,FWD,133982.0,0.518,0.0,EURO 6,146.4,6.12,18152,16.34
Honda,Civic,2013,hatchback,1.59,4,1,168.0,231,1420.0,2574,4268,1765,1413,5,5,dct,hybrid,FWD,324981.0,0.393,1.67,EURO 5,78.1,3.91,15526,25.6
BMW,X3,2023,wagon,5.99,12,1,604.0,1000,2774.0,3119,5408,2026,1465,5,5,automatic,hybrid,AWD,48518.0,0.186,1.27,EURO 6d,236.8,11.84,49237,8.45
Nissan,Rogue,2009,sedan,4.04,8,0,272.0,482,2088.0,2871,4945,1925,1460,4,5,automatic,petrol,FWD,419289.0,0.432,0.0,EURO 4,184.5,7.71,15904,12.96
Volkswagen,Golf,2013,sedan,2.39,6,1,250.0,375,1631.0,2674,4469,1827,1470,4,5,automatic,petrol,RWD,155772.0,0.249,0.0,EURO 5,188.1,7.86,24361,12.72
Hyundai,Ioniq,2018,sedan,1.35,4,0,,190,1362.0,2555,4155,1753,1464,4,5,automatic,diesel,FWD,82548.0,0.207,0.0,EURO 6,133.2,5.05,18167,19.82
Toyota,RAV4,2009,suv,0.96,3,1,121.0,179,1716.0,2472,4275,1811,1609,5,5,automatic,petrol,FWD,262113.0,0.491,0.0,EURO 4,123.3,5.16,13768,19.4
Audi,Q5,2011,hatchback,4.44,8,1,466.0,731,2038.0,2953,5044,1918,1420,5,5,manual,petrol,FWD,422381.0,0.323,0.0,EURO 5,197.2,8.25,31801,12.13
BMW,X3,2024,pickup,4.76,8,1,489.0,760,2762.0,3180,5490,1940,1464,4,5,automatic,petrol,RWD,14799.0,0.429,0.0,EURO 6d,467.5,19.54,44425,5.12
Audi,Q5,2020,hatchback,3.44,8,1,378.0,601,1935.0,2813,4711,1886,1456,5,5,dct,petrol,FWD,82284.0,0.442,0.0,EURO 6,185.2,7.74,36550,12.92
Honda,Civic,2023,hatchback,,4,1,198.0,321,1494.0,2634,4397,1793,1460,5,5,cvt,petrol,FWD,38680.0,0.228,0.0,EURO 6d,118.2,4.94,30129,20.24
Hyundai,Elantra,2014,sedan,2.72,6,0,166.0,310,1928.0,2724,4547,1837,1473,4,5,manual,petrol,AWD,238587.0,0.437,0.0,EURO 5,146.6,6.13,19876,16.32
Toyota,Corolla,2018,suv,4.77,8,1,392.0,664,2609.0,2982,5246,2041,1618,5,5,automatic,petrol,FWD,143067.0,0.369,0.0,EURO 6,227.8,9.52,37238,10.5
Hyundai,Ioniq,2016,coupe,2.37,6,1,175.0,278,1799.0,2670,4537,1813,1472,2,5,manual,petrol,FWD,190363.0,0.709,0.0,EURO 6,136.2,5.69,21579,17.56
Mercedes,GLC,2012,sedan,1.91,4,0,214.0,356,1612.0,2634,4311,1797,1450,4,5,manual,petrol,FWD,227172.0,0.14,0.0,EURO 5,142.9,5.98,19955,16.74
Kia,Sportage,2017,coupe,2.77,6,0,212.0,346,1763.0,2711,4584,1849,1429,2,5,automatic,diesel,FWD,227622.0,0.291,0.0,EURO 6,155.7,5.9,22462,16.96
Chevrolet,Malibu,2010,crossover,2.83,6,1,281.0,456,1980.0,2689,4616,1827,1562,5,5,dct,petrol,RWD,211804.0,0.3,0.0,EURO 5,187.3,7.83,17726,12.77
Kia,Niro,2008,suv,1.87,4,0,142.0,274,1909.0,2624,4529,1842,1658,5,5,cvt,hybrid,FWD,223841.0,0.287,1.33,EURO 4,78.4,3.92,15925,25.5
Kia,Rio,2021,hatchback,1.32,4,1,124.0,214,1339.0,2545,4187,1726,1440,5,5,automatic,diesel,FWD,67248.0,0.386,0.0,EURO 6d,124.6,4.72,22577,21.19
Chevrolet,Malibu,2020,hatchback,3.6,8,0,296.0,478,1900.0,2804,4772,1893,1458,5,5,automatic,petrol,FWD,89311.0,0.542,0.0,EURO 6,188.8,7.89,33051,12.67
Volkswagen,Tiguan,2021,suv,1.95,4,1,192.0,307,2016.0,2581,4636,1868,1616,5,5,manual,petrol,FWD,75564.0,0.714,0.0,EURO 6d,161.9,6.77,27645,14.77
Audi,A3,2019,sedan,1.69,4,0,195.0,319,1519.0,2549,4288,1777,1442,4,5,manual,petrol,FWD,99008.0,0.381,0.0,EURO 6,130.2,5.44,27309,18.37
Kia,Sportage,2020,crossover,1.55,4,0,151.0,247,1678.0,2584,4232,1760,1599,5,5,automatic,diesel,RWD,67853.0,0.572,0.0,EURO 6,164.9,6.24,20357,16.01
Toyota,RAV4,2023,crossover,1.84,4,0,170.0,311,1791.0,2616,4372,1794,1558,5,5,automatic,hybrid,FWD,19177.0,0.28,1.52,EURO 6d,97.9,4.89,34100,20.43
Honda,CR-V,2017,sedan,3.29,8,0,244.0,449,1919.0,2799,4689,1885,1464,4,5,cvt,diesel,RWD,162083.0,0.728,0.0,EURO 6,145.1,5.5,27812,18.19
Kia,Optima,2023,wagon,1.87,4,0,156.0,264,1754.0,2640,4506,1803,1465,5,5,cvt,petrol,RWD,22819.0,0.574,0.0,EURO 6d,129.7,5.42,30401,18.45
Honda,CR-V,2019,wagon,2.34,6,0,208.0,311,1930.0,2700,4513,1832,1456,5,5,automatic,diesel,FWD,165532.0,0.386,0.0,EURO 6,134.3,5.09,22217,19.66
Kia,Optima,2009,sedan,1.62,4,0,110.0,205,1532.0,2564,4354,1758,1458,4,5,manual,petrol,FWD,400132.0,0.693,0.0,EURO 4,117.6,4.92,5803,20.34
Toyota,Camry,2005,crossover,1.19,3,0,111.0,212,1535.0,2556,4217,1724,1554,5,5,manual,petrol,FWD,252245.0,0.408,0.0,EURO 4,122.6,5.13,4803,19.51
Toyota,RAV4,2012,hatchback,2.18,4,1,180.0,266,1560.0,2628,4453,1796,1442,5,5,automatic,hybrid,FWD,161663.0,0.423,2.14,EURO 5,85.9,4.29,18680,23.29
Kia,Niro,2022,wagon,6.5,12,0,376.0,721,2931.0,3200,5514,2050,1449,5,5,automatic,petrol,AWD,55108.0,0.217,0.0,EURO 6d,304.1,12.71,40991,7.87
Toyota,RAV4,2021,sedan,2.1,4,0,184.0,292,1558.0,2662,4410,1803,1466,4,5,manual,petrol,RWD,15174.0,0.128,0.0,EURO 6d,118.2,4.94,28371,20.23
Toyota,Corolla,2017,suv,1.43,4,1,141.0,229,1869.0,2538,4386,1812,1666,5,7,cvt,diesel,FWD,163057.0,0.449,0.0,EURO 6,100.4,3.8,20146,26.3
Nissan,Rogue,2017,sedan,5.85,12,1,428.0,735,2542.0,3175,5294,2026,1450,4,5,automatic,hybrid,RWD,267377.0,0.362,1.68,EURO 6,128.4,6.42,33137,15.57
Ford,Focus,2014,sedan,,12,0,456.0,804,2609.0,3171,5491,2050,1450,4,5,automatic,diesel,FWD,165517.0,0.636,0.0,EURO 5,290.4,11.0,34421,9.09
Toyota,Corolla,2016,sedan,3.65,8,0,266.0,483,2036.0,2887,4804,1883,1427,4,5,manual,electric,FWD,178264.0,0.065,47.02,EURO 6,0.5,1.9,30438,52.69
BMW,X5,2022,pickup,2.68,6,1,283.0,455,2347.0,2942,4977,1846,1447,4,5,cvt,electric,FWD,6851.0,0.522,86.57,EURO 6d,-0.6,2.08,42679,47.97
Honda,Civic,2009,hatchback,2.11,4,1,197.0,320,1577.0,2700,4420,1789,1438,5,5,manual,electric,FWD,330136.0,0.163,67.57,EURO 4,-0.2,2.07,14890,48.38
Hyundai,Elantra,2009,hatchback,2.3,6,0,177.0,312,1527.0,2672,4470,1797,1433,5,5,automatic,diesel,FWD,339333.0,0.41,0.0,EURO 4,146.1,5.54,13433,18.07
Chevrolet,Cruze,2008,suv,2.28,6,0,183.0,328,2107.0,2711,4683,1857,1633,5,5,automatic,petrol,FWD,264171.0,0.273,0.0,EURO 4,147.6,6.17,15297,16.2
Volkswagen,Passat,2008,sedan,1.62,4,1,155.0,247,1477.0,2579,4230,1729,1448,4,5,manual,diesel,FWD,206666.0,0.232,0.0,EURO 4,118.6,4.49,13347,22.27
Toyota,Prius,2017,suv,4.12,8,0,259.0,473,2471.0,2904,5137,1997,1630,5,5,manual,petrol,RWD,243496.0,0.25,0.0,EURO 6,159.3,6.66,25299,15.01
Honda,Accord,2015,suv,2.92,6,0,235.0,371,2154.0,2817,4819,1918,1661,5,5,manual,petrol,FWD,204637.0,0.316,0.0,EURO 6,144.3,6.03,23910,16.57
Honda,Civic,2018,suv,1.44,4,0,165.0,294,1814.0,2520,4428,1808,1622,5,5,automatic,petrol,FWD,169711.0,0.415,0.0,EURO 6,140.0,5.85,18701,17.08
Kia,Optima,2019,crossover,1.47,4,0,190.0,266,1644.0,2642,4287,1751,1598,5,5,automatic,petrol,FWD,137735.0,0.644,0.0,EURO 6,135.6,5.67,20461,17.64
BMW,5 Series,2021,pickup,1.77,4,1,229.0,367,2337.0,2889,4786,1773,1417,4,5,manual,hybrid,AWD,100828.0,0.604,1.66,EURO 6d,116.3,5.82,32419,17.19
Ford,Focus,2014,sedan,2.66,6,0,201.0,340,1936.0,2777,4499,1832,1440,4,5,manual,petrol,AWD,128158.0,0.492,0.0,EURO 5,146.4,6.12,22945,16.34
Toyota,Prius,2006,suv,3.37,8,1,314.0,496,2225.0,2785,4930,1934,1640,5,7,cvt,hybrid,RWD,411594.0,0.222,1.39,EURO 4,103.5,5.18,14862,19.32
Audi,A3,2010,suv,3.27,8,1,374.0,565,2325.0,2792,4994,1935,1609,5,7,cvt,petrol,FWD,65917.0,0.276,0.0,EURO 5,260.8,10.9,31932,9.17
Volkswagen,Polo,2015,wagon,2.96,6,0,226.0,382,2054.0,2761,4637,1875,1448,5,5,automatic,diesel,AWD,202406.0,0.659,0.0,EURO 6,183.8,6.96,24527,14.36
Nissan,Altima,2006,crossover,4.84,8,0,310.0,534,2502.0,2979,5103,1933,1594,5,5,cvt,electric,FWD,359400.0,0.542,72.88,EURO 4,-3.9,2.02,27237,49.54
Mercedes,GLE,2015,wagon,2.58,6,0,276.0,427,1953.0,2639,4590,1819,1416,5,5,manual,petrol,RWD,195582.0,0.379,0.0,EURO 6,172.1,7.19,25921,13.9
Mercedes,E-Class,2021,pickup,2.5,6,1,326.0,473,2410.0,2911,4954,1850,1439,4,5,automatic,petrol,FWD,82952.0,0.528,0.0,EURO 6d,243.4,10.17,34511,9.83
Chevrolet,Silverado,2021,suv,3.35,8,1,280.0,487,2295.0,2800,4981,1934,1642,5,5,manual,hybrid,RWD,63898.0,0.588,1.61,EURO 6d,114.3,5.72,33049,17.49
Volkswagen,Tiguan,2017,pickup,5.55,12,0,410.0,730,3101.0,3200,5600,2017,1432,4,5,automatic,petrol,FWD,100631.0,0.22,0.0,EURO 6,341.9,14.3,32865,7.0
Toyota,RAV4,2015,sedan,1.8,4,1,155.0,282,1421.0,2615,4390,1829,1433,4,5,manual,hybrid,FWD,67479.0,0.44,1.26,EURO 6,66.6,3.33,22196,30.02
Chevrolet,Equinox,2014,sedan,2.37,6,0,210.0,337,1869.0,2639,4468,1791,1468,4,5,dct,electric,AWD,315519.0,0.338,53.09,EURO 5,-2.6,2.01,24292,49.7
Ford,F-150,2020,hatchback,0.92,3,0,93.0,132,1248.0,2519,4177,1741,1473,5,5,automatic,hybrid,FWD,117802.0,0.501,2.36,EURO 6,71.2,3.56,21474,28.07
Volkswagen,Polo,2008,sedan,3.23,8,0,242.0,409,1868.0,2775,4645,1887,1422,4,5,automatic,petrol,RWD,214333.0,0.09,0.0,EURO 4,132.2,5.53,21459,18.09
Chevrolet,Cruze,2009,crossover,0.97,3,0,127.0,163,1759.0,2516,4285,1753,1562,5,5,manual,diesel,AWD,114616.0,0.368,0.0,EURO 4,113.0,4.28,13932,23.36
Audi,Q5,2024,sedan,1.14,3,1,175.0,245,1416.0,2533,4224,1797,1463,4,5,automatic,petrol,FWD,11626.0,0.309,0.0,EURO 6d,113.8,4.76,33689,21.01
Ford,F-150,2021,hatchback,1.13,3,0,104.0,176,1404.0,2522,4178,1760,1432,5,5,automatic,petrol,FWD,81621.0,0.657,0.0,EURO 6d,109.9,4.59,24131,21.76
Toyota,Prius,2020,sedan,1.61,4,0,165.0,286,1534.0,2562,4308,1767,1423,4,5,automatic,hybrid,AWD,63248.0,0.216,2.47,EURO 6,96.5,4.83,28099,20.72
Nissan,Leaf,2009,sedan,3.2,8,1,288.0,484,1831.0,2745,4811,1849,1451,4,5,automatic,hybrid,RWD,198147.0,0.515,2.42,EURO 4,110.9,5.54,19432,18.04
Nissan,Leaf,2010,pickup,2.31,6,1,229.0,390,2290.0,2863,4839,1816,1449,4,5,automatic,hybrid,FWD,127146.0,0.598,1.2,EURO 5,96.3,4.81,21665,20.78
Volkswagen,Passat,2024,hatchback,1.89,4,0,183.0,290,1472.0,2683,4371,1794,1471,5,5,manual,petrol,FWD,16119.0,0.495,0.0,EURO 6d,105.0,4.39,24503,22.79
Nissan,Leaf,2015,sedan,2.06,4,0,169.0,268,1700.0,2642,4460,1818,1496,4,5,automatic,hybrid,AWD,171770.0,0.519,1.79,EURO 6,97.5,4.88,24074,20.51
Toyota,Prius,2015,sedan,1.35,4,1,146.0,217,1432.0,2568,4281,1731,1471,4,5,cvt,hybrid,FWD,201653.0,0.736,1.93,EURO 6,79.7,3.98,18513,25.11
Volkswagen,Tiguan,2014,sedan,2.5,6,0,195.0,358,1787.0,2689,4511,1864,1473,4,5,manual,petrol,FWD,106843.0,0.469,0.0,EURO 5,123.4,5.16,19670,19.38
Honda,Civic,2023,suv,4.26,8,0,314.0,540,2487.0,2965,5211,2020,1638,5,5,automatic,petrol,FWD,35566.0,0.357,0.0,EURO 6d,206.7,8.64,31621,11.57
Toyota,RAV4,2022,pickup,2.74,6,0,195.0,367,2595.0,2908,4952,1841,1438,4,5,automatic,petrol,FWD,61707.0,0.25,0.0,EURO 6d,219.2,9.16,27965,10.91
Nissan,Leaf,2019,suv,,3,0,141.0,205,1739.0,2533,4406,1790,1624,5,5,manual,petrol,RWD,93995.0,0.641,0.0,EURO 6,124.2,5.19,20448,19.26
Volkswagen,Golf,2013,crossover,1.58,4,1,164.0,281,1787.0,2540,4319,1749,1592,5,5,manual,hybrid,FWD,78220.0,0.61,2.22,EURO 5,73.3,3.67,19038,27.27
Mercedes,GLC,2011,coupe,1.32,4,1,221.0,315,1473.0,2618,4132,1784,1452,2,5,cvt,petrol,FWD,270331.0,0.732,0.0,EURO 5,153.2,6.4,18101,15.62
Honda,Civic,2019,suv,1.25,4,0,131.0,196,1808.0,2585,4418,1798,1623,5,7,manual,petrol,FWD,213921.0,0.488,0.0,EURO 6,106.8,4.46,17569,22.4
Nissan,Leaf,2014,sedan,1.46,4,1,145.0,234,1519.0,2603,4141,1758,1455,4,5,manual,hybrid,FWD,131659.0,0.372,2.01,EURO 5,76.1,3.81,16597,26.27
